show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s2167;Movie;A Go! Go! Cory Carson Summer Camp;Stanley Moore, Alex Woo;2020-08-04;2020;Kids;Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.;21;Minutes
s2168;Movie;Malibu Rescue: The Next Wave;Savage Steve Holland;2020-08-04;2020;Kids;As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.;71;Minutes
s2169;TV Show;Mystery Lab;Unknown;2020-08-04;2020;Older Kids;Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.;1;Seasons
s2170;Movie;Sam Jay: 3 In The Morning;Kristian Mercado;2020-08-04;2020;Adults;Comedian and Saturday Night Live writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.;64;Minutes
s2171;TV Show;Immigration Nation;Unknown;2020-08-03;2020;Adults;With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at US immigration today.;1;Seasons
s2172;Movie;Almost Love;Mike Doyle;2020-08-02;2020;Adults;A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.;92;Minutes
s2173;Movie;Killing Hasselhoff;Darren Grant;2020-08-01;2017;Adults;In major debt to a loan shark, a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.;80;Minutes
s2174;TV Show;Moesha;Unknown;2020-08-01;2000;Older Kids;Navigating the twists and firsts of high school, Moesha juggles friendships, romance and the occasional drama while trying to keep her family together.;6;Seasons
s2175;TV Show;My Perfect Landing;Unknown;2020-08-01;2020;Kids;Everything changes for talented young gymnast Jenny Cortez when she moves with her family from Miami to Toronto to open a new gymnastics club.;1;Seasons
s2176;TV Show;Nagi-Asu: A Lull in the Sea;Unknown;2020-08-01;2014;Teens;In a world where humans are divided between the land and the sea, four childhood friends from the ocean must attend middle school on the surface.;1;Seasons
s2177;Movie;Rogue Warfare: The Hunt;Mike Gunther;2020-08-01;2020;Adults;When their leader is captured by an extremist organization, a special forces team stages a perilous rescue mission as time runs out.;104;Minutes
s2178;Movie;Super Monsters: The New Class;Steve Ball;2020-08-01;2020;Kids;A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!;25;Minutes
s2179;TV Show;The Next Step;Unknown;2020-08-01;2018;Kids;This drama series follows young dancers at the Next Step Dance Studio as they attempt to win the coveted regional dance championships.;1;Seasons
s2180;Movie;The Ottoman Lieutenant;Joseph Ruben;2020-08-01;2017;Adults;As World War I looms, an American nurse travels to the Ottoman Empire on a medical mission, where she clashes with a dashing lieutenant.;111;Minutes
s2181;TV Show;Toradora!;Unknown;2020-08-01;2008;Teens;Menacing in appearance but gentle at heart, Ryūji forms an unlikely friendship with Taiga, a tiny girl with a sharp tongue and a tough attitude.;1;Seasons
s2182;TV Show;Transformers Rescue Bots Academy;Unknown;2020-08-01;2020;Kids;As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions.;2;Seasons
s2183;Movie;Tumi or not Tumi;Mfanelo Ngoma;2020-08-01;2020;Adults;Tumi Morake dishes out hot takes and fiery commentary about the concept of identity, politics, family life, weaves, and more in this stand-up special.;72;Minutes
s2184;Movie;What Keeps You Alive;Colin Minihan;2020-08-01;2018;Adults;A couple's romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long-held secrets from the past.;99;Minutes
s2185;TV Show;Get Even;Unknown;2020-07-31;2020;Older Kids;In a secret act of skillful revenge, four private school classmates team up and work together to expose a string of schoolwide injustices.;1;Seasons
s2186;Movie;Latte and the Magic Waterstone;Regina Welker, Nina Wels;2020-07-31;2020;Kids;When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.;83;Minutes
s2187;Movie;Raat Akeli Hai;Honey Trehan;2020-07-31;2020;Adults;When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.;150;Minutes
s2188;Movie;Seriously Single;Katleho Ramaphakela, Rethabile Ramaphakela;2020-07-31;2020;Adults;While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.;108;Minutes
s2189;Movie;Sugar High;Ariel Boles;2020-07-31;2020;Kids;Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this Sugar Rush spinoff special.;44;Minutes
s2190;TV Show;Sugar Rush;Unknown;2020-07-31;2020;Older Kids;Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.;3;Seasons
s2191;TV Show;The Umbrella Academy;Unknown;2020-07-31;2020;Teens;Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.;2;Seasons
s2192;Movie;Retablo;Álvaro Delgado-Aparicio L.;2020-07-30;2017;Adults;High in the Andes, a teenage boy and his father work together as artisans. But their bond is shattered when the son learns of his father's secret life.;102;Minutes
s2193;TV Show;Transformers: War For Cybertron Trilogy;Unknown;2020-07-30;2020;Older Kids;As the Autobots and Decepticons ravage their planet in a brutal civil war, two iconic leaders emerge in the Transformers universe's origin story.;1;Seasons
s2194;Movie;Uma Maheswara Ugra Roopasya;Venkatesh Maha;2020-07-30;2020;Adults;Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.;137;Minutes
s2195;TV Show;Unlucky Ploy;Nopparoj Chotmunkongsit;2020-07-30;2020;Adults;In this remake of the Korean series, a man becomes mired in the lives of two women who happen to share the same name.;1;Seasons
s2196;Movie;It's Her Day;Aniedi Anwah;2020-07-29;2016;Adults;After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible.;112;Minutes
s2197;Movie;Redemption;Mickey Fonseca;2020-07-29;2019;Adults;Newly released from prison, a man returning to his girlfriend and their child subsequently learns about a dangerous debt taken by his late mother.;102;Minutes
s2198;Movie;Shine Your Eyes;Matias Mariani;2020-07-29;2020;Adults;A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.;103;Minutes
s2199;Movie;The Hater;Jan Komasa;2020-07-29;2020;Adults;A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.;136;Minutes
s2200;Movie;The Speed Cubers;Sue Kim;2020-07-29;2020;Older Kids;This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.;41;Minutes
s2201;Movie;Tread;Paul Solet;2020-07-29;2019;Adults;This documentary reconstructs the pivotal moments that drove a man on a rampage to destroy a small town with a bulldozer he fortified in secret.;88;Minutes
s2202;TV Show;Last Chance U;Unknown;2020-07-28;2020;Adults;In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.;5;Seasons
s2203;Movie;Banana Split;Ben Kasulke;2020-07-26;2020;Adults;Despite leaving for college, a heartsick teen tries to build a new friendship with a kindred spirit even though she's dating her ex-boyfriend.;84;Minutes
s2204;TV Show;Shameless (U.S.);Unknown;2020-07-26;2019;Adults;This dramedy based on a British series centers on siblings in a dysfunctional Chicago family who struggle while coping with their alcoholic father.;10;Seasons
s2205;Movie;Door Ke Darshan;Gagan Puri;2020-07-25;2020;Teens;When a matriarch wakes from a 30-year coma, her wacky family frantically recreates a bygone era to keep her from noticing how much time has passed.;114;Minutes
s2206;Movie;Double World;Teddy Chan;2020-07-25;2020;Teens;Keen to bring honor to his clan, young villager Dong Yilong embarks on a perilous journey to compete in a tournament that selects warriors for battle.;110;Minutes
s2207;Movie;Project Marathwada;Bhavin Wadia;2020-07-25;2016;Adults;After his son’s suicide, a debt-ridden farmer seeks justice from the government. But as his pleas are mocked and rebuffed, his own will to live erodes.;103;Minutes
s2208;Movie;Animal Crackers;Tony Bancroft, Scott Christian Sava;2020-07-24;2020;Older Kids;Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands.;106;Minutes
s2209;Movie;Dragons: Rescue Riders: Secrets of the Songwing;Greg Rankin, TJ Sullivan;2020-07-24;2020;Kids;When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.;46;Minutes
s2210;Movie;Nimbe;Tope Alake;2020-07-24;2019;Adults;A bullied teenager gravitates toward the acceptance he finds in a street gang but soon ends up involved in a world of drug abuse and organized crime.;115;Minutes
s2211;Movie;Offering to the Storm;Fernando González Molina;2020-07-24;2020;Adults;Amaia investigates several suspicious infant deaths and horrific rituals. Meanwhile, people around her risk grave danger. Part 3 in the Baztan Trilogy.;140;Minutes
s2212;Movie;Romance Doll;Yuki Tanada;2020-07-24;2020;Adults;Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret.;124;Minutes
s2213;TV Show;Sing On! Spain;Unknown;2020-07-24;2020;Kids;In this fast-paced, high-energy karaoke competition, singers from all walks of life battle it out for up to 30,000 euros!;1;Seasons
s2214;Movie;The Kissing Booth 2;Vince Marcello;2020-07-24;2020;Teens;With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.;133;Minutes
s2215;TV Show;Sinatra: All or Nothing at All;Alex Gibney;2020-07-23;2015;Teens;Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends, family and colleagues.;1;Seasons
s2216;Movie;The Larva Island Movie;Ahn Byoung-wook;2020-07-23;2020;Older Kids;In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow.;91;Minutes
s2217;Movie;The Letter Reader;Sibusiso Khuzwayo;2020-07-23;2019;Older Kids;A young boy from Johannesburg arrives in KwaZulu-Natal and begins to read letters for villagers — then falls in love with one of the recipients.;30;Minutes
s2218;TV Show;Fear City: New York vs The Mafia;Unknown;2020-07-22;2020;Adults;Five Mafia families ruled New York with a bloody fist in the 1970s and '80s, until a group of federal agents tried the unthinkable: taking them down.;1;Seasons
s2219;TV Show;Norsemen;Unknown;2020-07-22;2020;Adults;The residents of an 8th-century Viking village experience political rivalry, social change and innovations that upend their culture and way of life.;3;Seasons
s2220;Movie;The Remix: Hip Hop X Fashion;Lisa Cortés, Farah X;2020-07-22;2019;Adults;This documentary profiles Black visionaries in fashion who rewrote narratives on the runway and turned hip-hop style into a global phenomenon.;67;Minutes
s2221;Movie;Ip Man 4: The Finale;Wilson Yip;2020-07-21;2019;Adults;Ip Man travels to San Francisco with his son and wrestles with tensions between martial arts masters and his star student, Bruce Lee.;105;Minutes
s2222;Movie;Jack Whitehall: I'm Only Joking;Dave Skinner, Freddie Waters;2020-07-21;2020;Adults;Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father.;58;Minutes
